keyword,id,username,created_at,text
#TeriakAja,1941117321164300576,lahguamahsaik,Fri Jul 04 12:50:08 +0000 2025,"cocok nih abis stress menghadapi weekday, weekend sabi kali ya #TeriakAja di dufan itung² melepas penat, seru bgt sih pasti teriak² di atas wahana, yuhuuuu https://t.co/GVqo3s7HGC"
#TeriakAja,1941584140492734732,drunhker,Sat Jul 05 19:45:06 +0000 2025,"yg p1nk 3n4k

https://t.co/H0TZL3GMFS

https://t.co/KyefR2xLtw

https://t.co/dB6BKgKSHn

https://t.co/O55Px9xhfi

https://t.co/mas2KIyTTx

Join vvip👉 https://t.co/d2UMKHuxnq

Malming bete gw njing nyapu malam minggu pelayaran ngilu patah yah ada liga putri tidur #TeriakAja https://t.co/mZ9Y6F3ssZ"
SEMUA Untuk KEBAIKAN KITA,1929187680589406691,shaqirwazizi1,Sun Jun 01 14:46:00 +0000 2025,"Kadang kita terlalu baik sampai lupa tak semua org akan balas dgn kebaikan. Ada yg ambil kesempatan. So chill tak perlu nak jadi ‘terlalu mesra’. Neutral pun okay. Kalau orang tak suka kita, it’s fine. Kita bukan dicipta untuk puaskan semua org. Jadi diri sendiri, lebih tenang."
SEMUA Untuk KEBAIKAN KITA,1943669411274998108,lidwa,Fri Jul 11 13:51:13 +0000 2025,"Brotherfillah, ini salah satu doa yang penuh keutamaan dan dianjurkan untuk selalu kita langitkan, ialah memohon keselamatan (al-‘afiyah) kepada Allah, yang mencakup semua kebaikan, baik untuk tubuh, hati, agama, dunia, dan Akhirat.

Barakallahu fiikum💚 https://t.co/FI16Id2ZgH"
SEMUA Untuk KEBAIKAN KITA,1942988103817531593,mogudisini,Wed Jul 09 16:43:57 +0000 2025,"Kadang, apa yg terjadi gk sesuai dgn harapan kita. Rasanya pasti kecewa. Tapi kita harus ingat, semua itu gk terjadi begitu aja. Kalau kita sudah serahkan semuanya ke Tuhan, percaya deh, nanti kita akan melihat bahwa mmg sudah diatur untuk kebaikan kita.

Rumah by Salma Salsabil https://t.co/6qkPqi5BCu"
SEMUA Untuk KEBAIKAN KITA,1939294520711217652,joshuanade,Sun Jun 29 12:06:58 +0000 2025,"biar tetap bersuara , tetap mengingat dan tetap di fase berjuang di jalan masing-masing. 

ini bukan untuk kebaikan 135+ tapi kebaikan untukmu dan untuk semua yang kita cintai yang tidak tau akan terjadi atau tidak, semoga tidak.

#1000HariTragediKanjuruhan https://t.co/X8Eg5zhW1J"
SEMUA Untuk KEBAIKAN KITA,1936273590774829136,hinata_hyugaa10,Sat Jun 21 04:02:52 +0000 2025,"Kalau kamu diperlakukan dengan baik, jangan lupa hargai itu. 
nggak semua orang punya hati yg tulus memberikan kebaikan tanpa pamrih. 

Kadang, dalam dunia yg sibuk ini, kita lupa untuk bilang terima kasih atau sekadar menghargai mereka yg peduli. 

Ingat, kebaikan itu menular.… https://t.co/qiId6JlviB"
SEMUA Untuk KEBAIKAN KITA,1941052037351068119,seonggok_cerita,Fri Jul 04 08:30:43 +0000 2025,"Misi Budaya 
Semua untuk kebaikan kita 
Cat 2 Cat 3 Cat 4 https://t.co/8WlgAx6mib"
SEMUA Untuk KEBAIKAN KITA,1941051252806504888,seonggok_cerita,Fri Jul 04 08:27:36 +0000 2025,"Semua untuk kebaikan kita
---
Cat 2 Cat 4 https://t.co/7WpYac1JlA"
SEMUA Untuk KEBAIKAN KITA,1929031312003698832,jorgianaaa,Sun Jun 01 04:24:39 +0000 2025,"Gila sih gila gue gak tau what did I do in my past life to deserve such supportive friends and families around me, especially in vulnerable times like this.

Semoga kebaikan datang dari segala arah untuk kita semua."
SEMUA Untuk KEBAIKAN KITA,1941021361218244674,info_beragam,Fri Jul 04 06:28:49 +0000 2025,"Benar sekali, pemerintah hari ini lebih transparan, lebih mudah menyesuaikan, dan lebih siap menghadapi transformasi. Itu yang bikin kinerja mereka makin baik tiap waktu.

SEMUA Untuk KEBAIKAN KITA https://t.co/jh472zUBHS"
SEMUA Untuk KEBAIKAN KITA,1941343814976930051,anandasukarlan,Sat Jul 05 03:50:08 +0000 2025,"Perancis - Indonesia, Semua untuk kebaikan kita ! Happy 4th of July https://t.co/wk1R6Kdnvb https://t.co/7ALGf4CXEi"
SEMUA Untuk KEBAIKAN KITA,1941991122462732546,adionooo,Sun Jul 06 22:42:18 +0000 2025,semoga Allah senantiasa menjaga lisan kita dari ketidaksengajaan mengusik keikhlasan orang lain dalam menjalani ujiannya. sebab kita tidak pernah tahu sekeras apa usaha yang dilakukannya untuk mencintai takdirnya. sehat dan dalam kebaikan selalu semua 🌻
SEMUA Untuk KEBAIKAN KITA,1942861357558464564,officialgopusat,Wed Jul 09 08:20:18 +0000 2025,"Menyambut tahun ajaran baru di GO, kritik dan saran untuk kebaikan kita semua silakan tuliskan di bawah. 😍"
SEMUA Untuk KEBAIKAN KITA,1941398387548618879,AangSurya12,Sat Jul 05 07:26:59 +0000 2025,"🌼.

—••
Sabtu 
Malming Malam Mingu
#TeriakAja Semua untuk kebaikan kita. https://t.co/b2K2XEyuSc"
SEMUA Untuk KEBAIKAN KITA,1940740679451476363,Mentariku_Indah,Thu Jul 03 11:53:29 +0000 2025,"Jika ingin memperbaiki diri
Lakukan...
Tapi jangan alasannya karena seseorang atau sesuatu.
Karena semua itu untuk kebaikan diri kita sendiri 

Dengan merubah diri menjadi lebih baik maka kebaikan yang akan datang menghampiri kita 🌿

#CelahAwan
#Mentari_Cinta https://t.co/dJW6X9pC4p"
SEMUA Untuk KEBAIKAN KITA,1941022165224354239,KaliaRisna,Fri Jul 04 06:32:01 +0000 2025,"Dulu waktu banyak yang ragu, kini hasil makin terang. Dari kampung sampai kota, kerja negara makin konsisten dan makin berkualitas.

SEMUA Untuk KEBAIKAN KITA https://t.co/TcSMJYWQoM"
SEMUA Untuk KEBAIKAN KITA,1941014271254843604,Adjiegaluh1,Fri Jul 04 06:00:39 +0000 2025,"Brother, pemimpin jalan terus, tapi tanah air ini bukan milik satu kelompok. Makin kita berkontribusi, makin cepat semua impian besar terwujud.

SEMUA Untuk KEBAIKAN KITA https://t.co/HDV9WPU2kx"
SEMUA Untuk KEBAIKAN KITA,1941058506637144510,Gribyzz,Fri Jul 04 08:56:25 +0000 2025,"Gembira liatnya, upaya pemerintah sekarang makin berpengaruh. Yuk kita terlibat dukung, supaya dampaknya makin terasa sampai ke tiap tingkatan rakyat. 

SEMUA Untuk KEBAIKAN KITA https://t.co/uBoDDkpSrQ"
SEMUA Untuk KEBAIKAN KITA,1941254314347069556,kfelap,Fri Jul 04 21:54:29 +0000 2025,"ahkirnya blvnde3r jugak

https://t.co/dpejjm2blx
https://t.co/xsKZyTUYVB
https://t.co/MRQSQkhrRx
https://t.co/tG8AEqwesL
https://t.co/j25f2tDbhp

misi budaya pelayaran jumat ade armando semua untuk kebaikan kita #TeriakAja https://t.co/vPszW8xTnb"
SEMUA Untuk KEBAIKAN KITA,1941235280570368465,fachrydnasution,Fri Jul 04 20:38:51 +0000 2025,"Barangsiapa menuntut ilmu, surga mencarinya. by Imam Shafi’i

#TeriakAja #22ndHoneyThePHUWINDay #tecnopova7series semua untuk kebaikan kita acne healing sunscreen #quotes #islam #motivasi"
Pelayaran,1941256864089747569,lindu_abinaya,Fri Jul 04 22:04:37 +0000 2025,"cokk.. ngakak 
netizen said : raimu koyok gudeg 🤣😩
#pelayaran #shopeefood https://t.co/dYymfbTqSW"
Pelayaran,1941197012579516492,azfaahakim,Fri Jul 04 18:06:48 +0000 2025,pelayaran mentale mental getek https://t.co/aVd2gNZ2yu
Pelayaran,1941365084917543113,Pisiway_pcy,Sat Jul 05 05:14:39 +0000 2025,@merapi_uncover Bukan anak pelayaran tapi akuntansi ini temen kampusnya speak upa 🤣 https://t.co/DgL0Ba5rle
Pelayaran,1941230945291600017,behakering,Fri Jul 04 20:21:38 +0000 2025,aku wong pelayaran mbak https://t.co/fwtGmM3Ueu
Pelayaran,1941677030589772141,lzovebirds,Sun Jul 06 01:54:13 +0000 2025,"https://t.co/Tn9e6eMnwc
https://t.co/CiNBpGtlBZ

https://t.co/2mGCeYHoov

Malam minggu malming pelayaran tetap bukan kamu nyapu yah ada ujan kiri ngilu https://t.co/HKMejfF485"
Pelayaran,1941215531232833776,gray_unknownn,Fri Jul 04 19:20:23 +0000 2025,"salut banget samaa para driver shopeefood nge grebek yang katanya anak pelayaran itu,bikin malu nama pelayaran ajaa luh https://t.co/MQ9XLkWw4A"
Pelayaran,1941372257009533070,membuahimu,Sat Jul 05 05:43:09 +0000 2025,@merapi_uncover rumah mas-mas pelayaran yang mana gusy? https://t.co/kmQ7NuC0Oh
Pelayaran,1941203764914061524,yowazupna,Fri Jul 04 18:33:38 +0000 2025,Rumah Birda atau rumah anak pelayaran yang order shopeefood jogja viral https://t.co/W3ACC0eejz
Pelayaran,1941478764686561378,Bunga4manda,Sat Jul 05 12:46:23 +0000 2025,"Lombok – Insiden tragis di Gunung Rinjani yg merenggut nyawa pendaki asal Brasil, Juliana Marins, terus menjadi sorotan publik internasional. 

Pelayaran DUH DUH DUH BETE GW NJING YAH ADA https://t.co/W4655j8ZkS"
Pelayaran,1941213993127072153,whyurdn_,Fri Jul 04 19:14:16 +0000 2025,ulasan rumah anak pelayaran yang disiplin tapi cengeng langsung di hate komen dan bintang 1 wkwk https://t.co/AkR4NBdlNo
Pelayaran,1942459002304225527,closedhuman0,Tue Jul 08 05:41:29 +0000 2025,Aku wong pelayaran 🗿 https://t.co/n6I1qOeBfS
Pelayaran,1942157277248852290,chocoqueenligh2,Mon Jul 07 09:42:33 +0000 2025,"Ini gara2 masalah driver shopeefood jogja sm pelaku mas2 pelayaran semua driver pada trust issue sm trauma anjirr 😭😭😭 udh dua kali dpt driver bilang maaf klo lama, pdhl gpp pak sumpah saya yg makasih udh dianterin makanan nya 🙏🏻 https://t.co/CeSSI1kHBq"
Pelayaran,1942245292214305157,chewyxnay,Mon Jul 07 15:32:17 +0000 2025,inilah gongnya yg kmrn rame driver vs pelayaran.. endingnya pelayaran go to penjara😭 https://t.co/c8CJ4594HQ
Pelayaran,1941526493114532056,AdalynDurw62639,Sat Jul 05 15:56:02 +0000 2025,"viral bokep terbaru cewek hijab hyper jerit2 desahannya sakit

skandal tiktok bling2 abg tobrut jilboobs sugar Pelayaran daddy toket bokep indonesia terbaru viral lokal cantik doodstream gede ome tv bacol group update telegram mango hijab jilbob seleb

CHEECKS L1INKS IN COOMENTS https://t.co/MqwZ1mNyL7"
Pelayaran,1941226067529969835,icubarsi,Fri Jul 04 20:02:15 +0000 2025,seru banget nontonin live orang pelayaran yg digruduk driver shopeefood jogja 🤣 https://t.co/cRItqi3wob
Pelayaran,1941209165722157397,suherigemolodot,Fri Jul 04 18:55:05 +0000 2025,SERU BANGET NONTONIN ANAK PELAYARAN MAU DIGEBUKIN DRIVER SHOPEEFOOD SEJOGJA https://t.co/tSLqkQ3IFv
Pelayaran,1941220630474653967,AghmadArfin,Fri Jul 04 19:40:39 +0000 2025,Jam segini bukannya tidur malah nonton live driver shopeefood ngelabrak customer pelayaran HHHHHHHHHHH https://t.co/X6DCZXCspG
Pelayaran,1941256782749499575,setwn9,Fri Jul 04 22:04:18 +0000 2025,@merapi_uncover Akuntansi kok bisa di pelayaran? https://t.co/PjMKxfIpXf
KPR BRI,1940211733303631909,mzclarenn,Wed Jul 02 00:51:39 +0000 2025,"Jema cans imut mulus 

https://t.co/9KqkQhK3Sv
https://t.co/uLmAhIi7iC

Rabu Pagii pagiii Maia sarapan gula KPR BRI siang morninggg markie lebih cepat di Shopee https://t.co/DhRqUvMhAG"
KPR BRI,1940101683356602850,prophesiy,Tue Jul 01 17:34:21 +0000 2025,Ready maia mulan kangen banget malam rena s.ds flash sale ghost girl kpr bri tidur https://t.co/6fp7BpIjA5 https://t.co/30TPzUesmo
KPR BRI,1940094101812326801,rvsnazi,Tue Jul 01 17:04:13 +0000 2025,Malam maia seventeen kpr bri kkn ugm selamat hari bhayangkara mulan nangis kangen banget https://t.co/HGEFHldaek https://t.co/0IgT5UZr3b
KPR BRI,1939925174519799927,ciptamystory,Tue Jul 01 05:52:58 +0000 2025,KPR BRI kirain trending kenapa.. ternyata karena buzzer https://t.co/aRjTJmaHYC
KPR BRI,1940109751016403170,jawesrly,Tue Jul 01 18:06:24 +0000 2025,Ready maia mulan kangen banget malam rena s.ds flash sale ghost girl kpr bri tidur awek melayu bogel https://t.co/QTFxZByD99 https://t.co/l48VK9ydfA
KPR BRI,1940067666917826731,hope_emak,Tue Jul 01 15:19:11 +0000 2025,"Sebaiknya Pengadilan menghadirkan Jokowi, karena tdk ada visi -misi menteri, tapi Presiden, untuk itu perlu dimintai menjadi saksi terdakwa.

Tolak RUU Kejaksaan
.
BTS BTS BTS Polri Bangtan Malam BACK TO DREAM KPR BRI https://t.co/0cC7XtP3gl"
KPR BRI,1940085478977675417,Nobody_2811,Tue Jul 01 16:29:57 +0000 2025,"Bayangin anda cari uang setengah modar utk bayar pajak buat menggaji org seperti ini.

Dgn santai anggota DPRD kendari ini ngevape di tengah RDP?
.
.
.
.
Opik Bangtan KANGEN BANGET Senin Malam Selamat Hari Bhayangkara KPR BRI. https://t.co/eigyNgMpyq"
KPR BRI,1940003205687255119,Nobody_2811,Tue Jul 01 11:03:02 +0000 2025,"Amal Al-Bayouk anak perempuan berusia 7 tahun menderita kekurangan gizi parah &amp; memohon kpd dunia utk membantunya bepergian ke luar negeri utk berobat karena kurangnya perawatan medis, obat² an &amp; makanan yg tersedia.
.
.
.
kpr bri kerja kerja untuk rakyat 79 Tahun Sore dekoruma. https://t.co/KIEQ9zH43a"
KPR BRI,1940098542544269349,siunrisze,Tue Jul 01 17:21:52 +0000 2025,Malam maia opick rena kangen banget dekoruma ghost girl kpr bri bangtan pagii pagiii siang tidur harqeel yang penting yaqueen https://t.co/FUdP3qRT8e https://t.co/6SgDLbu3db
KPR BRI,1940067368304353691,hope_emak,Tue Jul 01 15:17:59 +0000 2025,"KPK kembali menangkap &amp; menahan eks Sekretaris MA, Nurhadi (NHD) terkait dugaan tindak pidana pencucian uang di Lapas Sukamiskin.

TOLAK RUU KEJAKSAAN 
.
#42SD Maia Malam BACK TO DREAM KPR BRI Polri https://t.co/FIqW6yLhGA"
KPR BRI,1940098091375333579,petitebearz,Tue Jul 01 17:20:04 +0000 2025,"👩🏻jgn bilang siapa² ya kalo lu berdua ngent0tin gw, tar semua temen lu pd minta

https://t.co/Q3wJACW6Md
https://t.co/cU9SndqX3f
https://t.co/Q2JIe6YJgB

Malam kangen banget maia rena ghost girl kpr bri tidur pagii pagiii rabu siang https://t.co/JmITEM663z"
KPR BRI,1940009364766826612,Nobody_2811,Tue Jul 01 11:27:30 +0000 2025,"Sejumlah anak terluka dalam pemboman blok pemukiman di Khan Younis 💔🇵🇸
.
.
.
kpr bri kerja kerja untuk rakyat 79 Tahun dekoruma Selasa Al Hilal. https://t.co/33H0yJJ1rd"
KPR BRI,1940099058552484250,elemekt,Tue Jul 01 17:23:55 +0000 2025,Malam ready Maia dekoruma Opick kangen banget ghost girl rena harqeel yang penting yaqueen pagii siang pagiii tidur KPR BRI https://t.co/Rdx4GnvM8b… https://t.co/t17N3PdBTN
KPR BRI,1940211009853251825,CyraKamaruddin,Wed Jul 02 00:48:46 +0000 2025,"di bantu bibi tukang pijat joni smpe crt

https://t.co/yKiRMb7we9
https://t.co/I0q8vku66z

Rabu Pagii pagiii Maia sarapan gula KPR BRI siang morninggg markie lebih cepat di Shopee https://t.co/UsxKapEwDd"
KPR BRI,1940009563954323800,Nobody_2811,Tue Jul 01 11:28:18 +0000 2025,"Saat warga dibelahan dunia sedang tertidur pulas, warga Gaza berjuang sepanjang mlm untuk sesuap makan yg bahkan nyawa jadi tahuran.
.
.
.
.
kpr bri kerja kerja untuk rakyat 79 Tahun dekoruma Selasa Al Hilal. https://t.co/fWEk9bcs8q"
KPR BRI,1940069275038847172,jeoulie,Tue Jul 01 15:25:34 +0000 2025,"Ga Pernah Ngebosenin 

https://t.co/nZSu1sIpj3

https://t.co/ZiohaUO6hp

https://t.co/thlLhEbE5k

https://t.co/t5u2B4SAlC

https://t.co/sC1c2vpajL

join vvip👉🏻https://t.co/DQeXMOPIzT

Senin selasa malam selamat hari bhayangkara kpr bri kangen banget https://t.co/tL8GLu7NWG"
KPR BRI,1940085613128233261,Nobody_2811,Tue Jul 01 16:30:29 +0000 2025,"Sebuah tragedi bersejarah yg belum pernah terjadi sebelumnya dlm sejarah umat manusia, tanpa berlebihan, ini adlh akhir dunia di Gaza.

Membisu &amp; mengabaikan kejadian ini adlh sebuah bentuk kejahatan berat.
.
.
.
Opik Bangtan KANGEN BANGET Malam Selamat Hari Bhayangkara KPR BRI. https://t.co/OwhiS0Bswa"
KPR BRI,1940033918948057450,RA_leather,Tue Jul 01 13:05:05 +0000 2025,"Rompi Kulit Biker Custom  🔥 
✅ https://t.co/RTsMF5li55

------------------------
Maia Monas Tinggi Bangsa Genre Joss Polri kpr bri andi widjajanto Inggris https://t.co/uRuinuzBiw"
Dufan,1942070351875469434,syongnenT_T,Mon Jul 07 03:57:08 +0000 2025,orang pacaran kalo lagi ngantri wahana dufan: https://t.co/bLm1hx4gGd
Dufan,1941148110694293543,ecutedoll,Fri Jul 04 14:52:29 +0000 2025,"Main Sama Jand4
👱‍♂️Kamu Kok Diliat Enak Bgt
👩Namanya Jga Janda Mas
👱‍♂️Janda Semakin di Depan
👩Gasspoll

https://t.co/66cjw1mdBp

jumat malam cat 4 dufan misi budaya ade armando depan kaltim bpjn cat 2 tidur pagii pagiii https://t.co/cl834lmlab"
Dufan,1941308582148084048,tembufs,Sat Jul 05 01:30:08 +0000 2025,"jejak digital si BULAN SUTENA

follow_&amp;_retweet😘

https://t.co/fjPeZfIK5k

sabtu pagii pagiii siang malming malam minggu dufan pelayaran kaltim perjuangan menang sarapan memory misi budaya ready https://t.co/hB1dEhnIT1"
Dufan,1941478090548670874,IMudike60579,Sat Jul 05 12:43:42 +0000 2025,malming duh duh duh pelayaran hardi dufan hujan sore malam minggu atin ready https://t.co/5mjuRhnMjA
Dufan,1941147434257969503,wcutedoll,Fri Jul 04 14:49:47 +0000 2025,"Kurir Kirim paket dapet towwwkye💕

https://t.co/3pLs6wWHRJ

https://t.co/hfZIvvihee

jumat malam cat 4 dufan misi budaya ade armando depan kaltim bpjn cat 2 tidur pagii pagiii https://t.co/497E6oq3Ug"
Dufan,1942054028827086862,qosimindi,Mon Jul 07 02:52:16 +0000 2025,"@kompascom ngga pakai anggaran ?
makin mencurigakan 😒

btw,robot yang kaya begini di Dufan juga ada 😋 https://t.co/SQoCXY8ech"
Dufan,1941163260910485977,mcutedoll,Fri Jul 04 15:52:41 +0000 2025,"Temen kerja suami
👩🏼 Lohh kmu kx kesini, suamiku mana
🧑 Masih rapat tuh
🧑 Delia ayo, sprti yg lu WA kemarin
👩🏼 Tkut swami plang
👩🏼 Ahhh kak... Cpet klwrin Skrang aja...

https://t.co/W6E2v18fD9

Jumat malam misi budaya dufan sarapan pagii pagiii tidur https://t.co/VOHqWsB1aW"
Dufan,1942431686920220944,nanalababuu,Tue Jul 08 03:52:57 +0000 2025,"Dufan rame banget, pada ngapain sii https://t.co/LDo7Y77TDu"
Dufan,1940685877090627910,yoonnsullyy,Thu Jul 03 08:15:43 +0000 2025,ke dufan brtmu nailong https://t.co/ZfJs1KD3YH
Dufan,1941345343758794857,stardepturs,Sat Jul 05 03:56:13 +0000 2025,"Melepas hasrat walaupun hubungan sedarah

✨adik kakak netnot✨

https://t.co/XAz2a49tvh
https://t.co/UEXoVqWkDk https://t.co/GYwcBEQE1O
https://t.co/KPyhHcGk38
https://t.co/BnQMAPsltu
https://t.co/nRPOZspKdT

Sabtu pagii pagiii sore pelayaran dufan malam Minggu malming tidur https://t.co/sWTDDFIj6s"
Dufan,1941162768985718886,vocafls,Fri Jul 04 15:50:43 +0000 2025,"Dedek kebaya hijau

https://t.co/tXmaT2f37f
https://t.co/BLqsEzbt7K
https://t.co/MJdDu7K8LC
https://t.co/hqIYltq4Pe
https://t.co/oN3x5TcnTm
https://t.co/O88WLLyEOl

Jumat dufan misi ade armando pak andi budaya pagii pagiio siang sore #teriakaja https://t.co/x0lhY99PyC"
Dufan,1941361834109567375,Zichan1124,Sat Jul 05 05:01:44 +0000 2025,"@kegblgnunfaedh Selama msh bernapas di bumi, ada aja ujiannya. Setiap org pasti punya masalah sesuai kesanggupan masing². Teriak² gitu cuma pengalihan sesaat doang, alias nyoba lari dr masalah 😶

Setelah #TeriakAja di Dufan, ya masalah msh nongkrong di posisinya, nungguin kmu utk menghadapinya. https://t.co/51L9HQMp1A"
Dufan,1941331742365045208,gaharlos,Sat Jul 05 03:02:10 +0000 2025,"Nekat sisw1 ngews dibelakang sek0lah

📁https://t.co/0f4kvqIySK

Jumat sabtu pagii pagiii siang malam aldi sarapan misi budaya pelayaran perjuangan dufan dingin menang memory ready #TeriakAja https://t.co/pVFoGCcP5V"
Dufan,1941151380544356639,bens130,Fri Jul 04 15:05:28 +0000 2025,"Tiba"" diews om sendiri dari belakang

📁https://t.co/giLLvY2PgW

Malam Jumat cat 4 Dufan misi budaya Ade Armando depan Kaltim BPJS cat 2 tidur pagii pagiii ready #TeriakAja https://t.co/J0AYeROBgO"
Dufan,1943644276765728958,chocodery,Fri Jul 11 12:11:21 +0000 2025,"Ajak bocil jalan ke dufan 😆🥰
@nssy317 @abcdefgotyou https://t.co/T6IoccTu8G"
Dufan,1941837722941055008,la_lalijah,Sun Jul 06 12:32:45 +0000 2025,"awalnya aku skeptis sama kipas ini, aku ga terlalu suka dingin juga. sampe akhirnya ke dufan kemarin nyoba punya temen dan bagus bgt tahan lama &amp; anginnya kenceng✅

wajar sih harganya mwahal🙂‼️ aku pake di semarang krn panas jd ngebantu bgt!☺️👋 https://t.co/8gb33E1lNy"
Dufan,1941190559974224206,shayyyymoneyyyy,Fri Jul 04 17:41:09 +0000 2025,"Jejak digital 4 sekawan

https://t.co/hTNR1juNhl
https://t.co/Nb8GrnEVIc
https://t.co/H2WJkUNHwO
https://t.co/ei73aG5k38

Malam tidur minah misi budaya Unilever  kaltim maomao dufan #TeriakAja pagii pagiii sore https://t.co/Jlqfi7PpMO"
Dufan,1941320297665396933,myungfjaee,Sat Jul 05 02:16:41 +0000 2025,"Meimeichan t0blut bgt jirr

https://t.co/7vVv7UtGfD

https://t.co/2duwh05p0L

https://t.co/dnZEUyBw2z

https://t.co/mimivKZqPj

https://t.co/sjxtLBF9AM

join👉🏻https://t.co/7AwcUDzCRw

Pagii pagiii aldi sarapan misi budaya pelayaran perjuangan dufan dingin #TeriakAja menang memory https://t.co/UsX94Pppsv"
Dufan,1941321396799537334,stwvideyy,Sat Jul 05 02:21:03 +0000 2025,"baru pertama masih takut
https://t.co/i87xgR7V9X

https://t.co/4ehso7tuZC

https://t.co/mCixCtCbsf

https://t.co/dtkCrQfhrv

https://t.co/ucsbs8WULE
Jumat malam Dufan #TeriakAja Ade Armando Sabtu Pagi Yandy Laurens Kaltim tidur pagii pagiii siang ready"
Diogo Jota,1907549731750084906,SamueILFC,Wed Apr 02 21:44:31 +0000 2025,Mo Salah selfie with matchwinner Diogo Jota. ❤️ https://t.co/lmZNvWcBTh
Diogo Jota,1940722828749242811,liputan6dotcom,Thu Jul 03 10:42:33 +0000 2025,Kabar duka datang dari penyerang Liverpool Diogo Jota. Pria Portugal itu dikabarkan meninggal dunia dalam kecelakaan mobil di Spanyol. Jota wafat pada usia 28 tahun. Jota wafat hanya selang dua minggu setelah menggelar pernikahan dengan kekasih yang sudah dipacarinya sejak lama… https://t.co/q6xFGo0ZGz
Diogo Jota,1940699964780564699,Seputar_LFC,Thu Jul 03 09:11:42 +0000 2025,"Beliau pemilik nomor 20 sejati yang mempersembahkan gelar liga ke-20, Diogo Jota, beristirahatlah dalam damai ❤️🥹 https://t.co/Uzfs8ZC9jZ"
Diogo Jota,1940694852368585090,my_supersoccer,Thu Jul 03 08:51:23 +0000 2025,"Salah satu pemain kebanggaan Liverpool, Kopites, dan Timnas Portugal, Diogo Jota berpulang hari ini. Turut berduka sedalam-dalamnya.  

You'll never walk alone, Jota. Fly high 🥀

#SUPERLIVE
#SUPERSOCCER
#INIRASANYASUPER
#DIOGOJOTA https://t.co/M4WtvCym0T"
Diogo Jota,1926998906354724920,HQwallp,Mon May 26 13:48:35 +0000 2025,"Mohamed Salah, Dominik Szoboszlai, Curtis Jones, Alisson Becker, Diogo Jota,Wataru Endo
 #LFCChampions https://t.co/CE2fOGqB3r"
Diogo Jota,1940999359241285785,kaji_sijo,Fri Jul 04 05:01:23 +0000 2025,"Jua lilichomoza taratibu juu ya anga ya Porto, Ureno mnamo Juni 2025 siku ambayo Rute Cardoso aligeuka kutoka mpenzi wa utotoni na kuwa mke halali wa mchezaji wa kimataifa Diogo Jota.

Harusi hiyo haikuwa ya kifahari kama ingevyoweza kuwa bali ilikuwa ya upole, unyenyekevu na… https://t.co/MZUnf8Fn0D"
Diogo Jota,1941753988833214925,detiksport,Sun Jul 06 07:00:01 +0000 2025,"Pemakaman Diogo Jota dan adiknya, Andre Silva telah selesai dilaksanakan. Tak hanya keluarga dan kolega, namun masyarakat umum pun juga memberi penghormatan.

Tampak peti jenazah Jota diangkat sang sahabat, Ruben Neves dari kapel menuju Gereja Utama Gondomar (Igreja Matriz).… https://t.co/xzds7pbDEb"
Diogo Jota,1941502942185709864,Bolanet,Sat Jul 05 14:22:27 +0000 2025,"Suasana duka menyelimuti Gondomar, Portugal, ketika keluarga, sahabat, dan rekan satu tim menghadiri pemakaman Diogo Jota dan adiknya, Andre Silva. Upacara digelar pada Sabtu pagi, hanya dua hari setelah kecelakaan tragis yang merenggut nyawa keduanya di Spanyol.

""Ketika ada dua… https://t.co/X3IgK801Nd"
Diogo Jota,1940700598061748345,MwitaJulius2000,Thu Jul 03 09:14:13 +0000 2025,"💔💔 TERRIBLE TERRIBLE NEWS
Diogo Jota, gone too soon Diogo.
Kops tunakulilia, tutakukumbuka daima Game Changer? 
#ripdiogojota https://t.co/LSaJ8qsRoU"
Diogo Jota,1940818236083524074,DanyeMufasa,Thu Jul 03 17:01:40 +0000 2025,"Diogo Jota Kazaliwa 1996 Kaacha Watoto Watatu, Wewe Uliyezaliwa 1990-1995 Huna Hata Mtoto Wa Kusingiziwa...

Unafeli Wapi Mkuu https://t.co/GFfR4u0XYH"
Diogo Jota,1940976328456786141,pikiran_rakyat,Fri Jul 04 03:29:52 +0000 2025,"Diogo Jota meninggal dalam kecelakaan mobil di Provinsi Zamora Spanyol. Pemain Liverpool dan timnas Portugal ini meninggal bersama Andre Jota, adiknya yang juga pesepakbola yang bermain di klub Liga Portugal 2 Penafiel.
.
Dalam kecelakaan tersebut, mobil sport Lamborghini yang… https://t.co/JVVzU4vCxV"
Diogo Jota,1940690610140467287,PosRondaAnfield,Thu Jul 03 08:34:32 +0000 2025,"Ga sangka pengangkatan trofi kita kemarin adalah kenangan terakhir kita bersama Jota.

Trofi Premier League ke 20, sama seperti nomor punggungnya.

Turut berduka untuk Diogo Jota. Dari lubuk hati yang terdalam, terima kasih atas semua kenangan kita https://t.co/7eo5mbjLcp"
Diogo Jota,1942268632911995076,LFCIndonesia,Mon Jul 07 17:05:02 +0000 2025,"Bergabung bersama kami di Anfield untuk mengenang Diogo Jota, pria dari Portugal kita yang akan sangat kita rindukan.

 https://t.co/BbPUtoVfBk"
